County,WeekStartDate,NewPos_All,Age 0-19,Age 20-39,Age 40-59,Age 60-79,Age 80+,Positive UnkAge,dtm_updated
Spokane County,2020-06-07,135,18,70,31,14,2,0,2020/11/08 12:47:15
Spokane County,2020-06-14,210,33,102,47,23,5,0,2020/11/08 12:47:15
Spokane County,2020-06-21,431,59,249,91,29,3,0,2020/11/08 12:47:15
Spokane County,2020-06-28,494,74,254,116,35,15,0,2020/11/08 12:47:15
Spokane County,2020-07-05,504,66,244,135,43,16,0,2020/11/08 12:47:15
Spokane County,2020-07-12,513,82,201,138,67,25,0,2020/11/08 12:47:15
Spokane County,2020-07-19,600,82,214,162,95,45,2,2020/11/08 12:47:15
Spokane County,2020-07-26,595,62,233,150,92,58,0,2020/11/08 12:47:15
Spokane County,2020-08-02,422,49,167,113,59,32,2,2020/11/08 12:47:15
Spokane County,2020-08-09,255,36,100,79,27,13,0,2020/11/08 12:47:15
Spokane County,2020-08-16,206,19,86,50,37,14,0,2020/11/08 12:47:15
Spokane County,2020-08-23,258,38,93,64,49,14,0,2020/11/08 12:47:15
Spokane County,2020-08-30,276,30,116,76,43,11,0,2020/11/08 12:47:15
Spokane County,2020-09-06,313,44,111,94,50,14,0,2020/11/08 12:47:15
Spokane County,2020-09-13,431,78,151,109,72,20,1,2020/11/08 12:47:15
Spokane County,2020-09-20,595,123,221,142,86,22,1,2020/11/08 12:47:15
Spokane County,2020-09-27,592,139,215,135,76,27,0,2020/11/08 12:47:15
Spokane County,2020-10-04,595,110,212,153,88,29,3,2020/11/08 12:47:15
Spokane County,2020-10-11,559,94,202,161,85,17,0,2020/11/08 12:47:15
Spokane County,2020-10-18,684,92,262,177,132,19,2,2020/11/08 12:47:15
Spokane County,2020-10-25,714,113,272,201,110,18,0,2020/11/08 12:47:15
Spokane County,2020-11-01,739,118,266,230,105,20,0,2020/11/08 12:47:15
Stevens County,2020-03-01,1,0,0,1,0,0,0,2020/11/08 12:47:15
Stevens County,2020-03-08,1,0,0,0,1,0,0,2020/11/08 12:47:15
Stevens County,2020-03-22,4,0,0,1,3,0,0,2020/11/08 12:47:15
Stevens County,2020-03-29,1,0,0,0,1,0,0,2020/11/08 12:47:15
Stevens County,2020-04-12,2,1,0,0,1,0,0,2020/11/08 12:47:15
Stevens County,2020-05-10,1,0,0,1,0,0,0,2020/11/08 12:47:15
Stevens County,2020-05-17,2,0,0,2,0,0,0,2020/11/08 12:47:15
Stevens County,2020-05-24,1,0,0,1,0,0,0,2020/11/08 12:47:15
Stevens County,2020-05-31,1,0,0,1,0,0,0,2020/11/08 12:47:15
Stevens County,2020-06-07,2,1,0,1,0,0,0,2020/11/08 12:47:15
Stevens County,2020-06-14,2,0,0,1,1,0,0,2020/11/08 12:47:15
Stevens County,2020-06-21,5,0,2,1,2,0,0,2020/11/08 12:47:15
Stevens County,2020-06-28,6,3,0,0,3,0,0,2020/11/08 12:47:15
Stevens County,2020-07-05,15,3,5,6,1,0,0,2020/11/08 12:47:15
Stevens County,2020-07-12,16,2,4,6,4,0,0,2020/11/08 12:47:15
Stevens County,2020-07-19,14,3,2,7,2,0,0,2020/11/08 12:47:15
Stevens County,2020-07-26,31,10,7,10,3,1,0,2020/11/08 12:47:15
Stevens County,2020-08-02,10,0,3,5,2,0,0,2020/11/08 12:47:15
Stevens County,2020-08-09,7,1,1,2,2,1,0,2020/11/08 12:47:15
Stevens County,2020-08-16,5,0,2,2,0,1,0,2020/11/08 12:47:15
Stevens County,2020-08-23,4,1,2,1,0,0,0,2020/11/08 12:47:15
Stevens County,2020-08-30,5,0,2,1,2,0,0,2020/11/08 12:47:15
Stevens County,2020-09-06,4,0,2,2,0,0,0,2020/11/08 12:47:15
Stevens County,2020-09-13,19,2,1,3,6,7,0,2020/11/08 12:47:15
Stevens County,2020-09-20,26,1,9,9,1,6,0,2020/11/08 12:47:15
Stevens County,2020-09-27,24,0,9,6,8,1,0,2020/11/08 12:47:15
Stevens County,2020-10-04,19,4,6,5,3,1,0,2020/11/08 12:47:15
Stevens County,2020-10-11,18,2,6,7,2,1,0,2020/11/08 12:47:15
Stevens County,2020-10-18,18,5,5,6,2,0,0,2020/11/08 12:47:15
Stevens County,2020-10-25,45,10,13,8,13,1,0,2020/11/08 12:47:15
Stevens County,2020-11-01,33,3,10,13,5,2,0,2020/11/08 12:47:15
Thurston County,2020-02-23,1,0,0,1,0,0,0,2020/11/08 12:47:15
Thurston County,2020-03-01,4,0,0,3,1,0,0,2020/11/08 12:47:15
Thurston County,2020-03-08,17,0,4,6,6,1,0,2020/11/08 12:47:15
Thurston County,2020-03-15,15,0,1,6,8,0,0,2020/11/08 12:47:15
Thurston County,2020-03-22,31,1,6,11,12,1,0,2020/11/08 12:47:15
Thurston County,2020-03-29,16,1,6,6,3,0,0,2020/11/08 12:47:15
Thurston County,2020-04-05,10,0,4,4,2,0,0,2020/11/08 12:47:15
Thurston County,2020-04-12,12,1,2,6,3,0,0,2020/11/08 12:47:15
Thurston County,2020-04-19,7,1,1,4,1,0,0,2020/11/08 12:47:15
Thurston County,2020-04-26,5,3,0,1,1,0,0,2020/11/08 12:47:15
Thurston County,2020-05-03,5,0,2,2,0,1,0,2020/11/08 12:47:15
Thurston County,2020-05-10,3,0,0,2,1,0,0,2020/11/08 12:47:15
Thurston County,2020-05-17,6,0,1,3,2,0,0,2020/11/08 12:47:15
Thurston County,2020-05-24,28,1,5,9,7,6,0,2020/11/08 12:47:15
Thurston County,2020-05-31,26,0,7,9,4,6,0,2020/11/08 12:47:15
Thurston County,2020-06-07,20,1,7,7,1,4,0,2020/11/08 12:47:15
Thurston County,2020-06-14,28,5,12,8,2,1,0,2020/11/08 12:47:15
Thurston County,2020-06-21,53,7,27,11,8,0,0,2020/11/08 12:47:15
Thurston County,2020-06-28,60,8,20,22,9,1,0,2020/11/08 12:47:15
Thurston County,2020-07-05,84,13,37,21,10,1,2,2020/11/08 12:47:15
Thurston County,2020-07-12,90,13,33,28,11,5,0,2020/11/08 12:47:15
Thurston County,2020-07-19,84,11,38,27,7,1,0,2020/11/08 12:47:15
Thurston County,2020-07-26,76,21,19,26,10,0,0,2020/11/08 12:47:15
Thurston County,2020-08-02,89,15,35,20,17,2,0,2020/11/08 12:47:15
Thurston County,2020-08-09,62,14,23,18,7,0,0,2020/11/08 12:47:15
Thurston County,2020-08-16,69,11,27,19,12,0,0,2020/11/08 12:47:15
Thurston County,2020-08-23,48,9,24,13,2,0,0,2020/11/08 12:47:15
Thurston County,2020-08-30,31,6,9,8,8,0,0,2020/11/08 12:47:15
Thurston County,2020-09-06,37,6,15,10,6,0,0,2020/11/08 12:47:15
Thurston County,2020-09-13,42,5,10,14,11,2,0,2020/11/08 12:47:15
Thurston County,2020-09-20,77,13,31,18,14,1,0,2020/11/08 12:47:15
Thurston County,2020-09-27,110,11,40,41,14,4,0,2020/11/08 12:47:15
Thurston County,2020-10-04,104,22,39,19,15,9,0,2020/11/08 12:47:15
Thurston County,2020-10-11,146,14,23,34,42,33,0,2020/11/08 12:47:15
Thurston County,2020-10-18,128,14,48,30,22,14,0,2020/11/08 12:47:15
Thurston County,2020-10-25,128,15,42,36,24,11,0,2020/11/08 12:47:15
Thurston County,2020-11-01,107,22,35,32,13,5,0,2020/11/08 12:47:15
Wahkiakum County,2020-03-15,1,0,0,1,0,0,0,2020/11/08 12:47:15
Wahkiakum County,2020-03-22,1,0,0,1,0,0,0,2020/11/08 12:47:15
Wahkiakum County,2020-05-03,2,0,0,1,1,0,0,2020/11/08 12:47:15
Wahkiakum County,2020-06-14,1,0,0,1,0,0,0,2020/11/08 12:47:15
Wahkiakum County,2020-06-21,1,0,0,0,1,0,0,2020/11/08 12:47:15
Wahkiakum County,2020-08-09,1,0,0,0,1,0,0,2020/11/08 12:47:15
Wahkiakum County,2020-09-27,1,0,0,1,0,0,0,2020/11/08 12:47:15
Wahkiakum County,2020-10-04,1,0,0,1,0,0,0,2020/11/08 12:47:15
Wahkiakum County,2020-10-11,1,0,0,0,1,0,0,2020/11/08 12:47:15
Wahkiakum County,2020-10-25,1,0,0,1,0,0,0,2020/11/08 12:47:15
Walla Walla County,2020-03-08,1,0,0,1,0,0,0,2020/11/08 12:47:15
Walla Walla County,2020-03-15,2,0,1,0,1,0,0,2020/11/08 12:47:15
Walla Walla County,2020-03-22,5,0,2,2,1,0,0,2020/11/08 12:47:15
Walla Walla County,2020-03-29,11,1,4,4,2,0,0,2020/11/08 12:47:15
Walla Walla County,2020-04-05,16,0,8,4,4,0,0,2020/11/08 12:47:15
Walla Walla County,2020-04-12,13,1,5,6,1,0,0,2020/11/08 12:47:15
Walla Walla County,2020-04-19,29,3,7,10,8,1,0,2020/11/08 12:47:15
Walla Walla County,2020-04-26,18,3,11,4,0,0,0,2020/11/08 12:47:15
Walla Walla County,2020-05-03,7,0,4,1,0,2,0,2020/11/08 12:47:15
Walla Walla County,2020-05-10,6,1,0,2,0,3,0,2020/11/08 12:47:15
Walla Walla County,2020-05-17,2,0,0,2,0,0,0,2020/11/08 12:47:15
Walla Walla County,2020-05-24,3,1,1,0,1,0,0,2020/11/08 12:47:15
Walla Walla County,2020-05-31,10,1,1,6,2,0,0,2020/11/08 12:47:15
Walla Walla County,2020-06-07,13,0,7,4,2,0,0,2020/11/08 12:47:15
Walla Walla County,2020-06-14,18,3,8,5,2,0,0,2020/11/08 12:47:15
Walla Walla County,2020-06-21,30,2,15,8,4,1,0,2020/11/08 12:47:15
Walla Walla County,2020-06-28,36,1,22,7,5,1,0,2020/11/08 12:47:15
Walla Walla County,2020-07-05,57,8,24,22,3,0,0,2020/11/08 12:47:15
Walla Walla County,2020-07-12,56,11,16,19,9,1,0,2020/11/08 12:47:15
Walla Walla County,2020-07-19,73,17,28,19,6,3,0,2020/11/08 12:47:15
Walla Walla County,2020-07-26,101,11,36,41,10,3,0,2020/11/08 12:47:15
Walla Walla County,2020-08-02,69,7,31,22,5,4,0,2020/11/08 12:47:15
Walla Walla County,2020-08-09,94,8,31,39,12,4,0,2020/11/08 12:47:15
Walla Walla County,2020-08-16,62,7,20,24,9,2,0,2020/11/08 12:47:15
Walla Walla County,2020-08-23,49,7,19,21,2,0,0,2020/11/08 12:47:15
Walla Walla County,2020-08-30,34,6,10,10,6,2,0,2020/11/08 12:47:15
Walla Walla County,2020-09-06,31,2,16,9,4,0,0,2020/11/08 12:47:15
Walla Walla County,2020-09-13,32,8,12,6,4,2,0,2020/11/08 12:47:15
Walla Walla County,2020-09-20,37,6,13,13,4,1,0,2020/11/08 12:47:15
Walla Walla County,2020-09-27,28,4,9,9,6,0,0,2020/11/08 12:47:15
Walla Walla County,2020-10-04,30,3,16,7,4,0,0,2020/11/08 12:47:15
Walla Walla County,2020-10-11,65,9,26,21,8,1,0,2020/11/08 12:47:15
Walla Walla County,2020-10-18,130,19,46,36,18,11,0,2020/11/08 12:47:15
Walla Walla County,2020-10-25,179,23,73,37,20,26,0,2020/11/08 12:47:15
Walla Walla County,2020-11-01,113,18,51,24,14,6,0,2020/11/08 12:47:15
Whatcom County,2020-02-16,1,0,0,0,1,0,0,2020/11/08 12:47:15
Whatcom County,2020-02-23,1,0,0,1,0,0,0,2020/11/08 12:47:15
Whatcom County,2020-03-01,6,0,0,2,3,1,0,2020/11/08 12:47:15
Whatcom County,2020-03-08,27,1,8,8,5,5,0,2020/11/08 12:47:15
Whatcom County,2020-03-15,72,1,22,20,12,17,0,2020/11/08 12:47:15
Whatcom County,2020-03-22,84,1,20,27,20,16,0,2020/11/08 12:47:15
Whatcom County,2020-03-29,62,4,15,13,10,20,0,2020/11/08 12:47:15
Whatcom County,2020-04-05,21,1,4,3,8,5,0,2020/11/08 12:47:15
Whatcom County,2020-04-12,12,0,6,1,2,3,0,2020/11/08 12:47:15
Whatcom County,2020-04-19,12,2,4,4,2,0,0,2020/11/08 12:47:15
Whatcom County,2020-04-26,23,5,12,3,1,2,0,2020/11/08 12:47:15
Whatcom County,2020-05-03,16,3,3,3,3,4,0,2020/11/08 12:47:15
Whatcom County,2020-05-10,20,3,10,5,2,0,0,2020/11/08 12:47:15
Whatcom County,2020-05-17,21,6,10,3,1,1,0,2020/11/08 12:47:15
Whatcom County,2020-05-24,25,10,8,7,0,0,0,2020/11/08 12:47:15
Whatcom County,2020-05-31,30,10,15,3,1,1,0,2020/11/08 12:47:15
Whatcom County,2020-06-07,37,5,21,8,2,1,0,2020/11/08 12:47:15
Whatcom County,2020-06-14,87,19,28,21,17,2,0,2020/11/08 12:47:15
Whatcom County,2020-06-21,83,26,27,21,9,0,0,2020/11/08 12:47:15
Whatcom County,2020-06-28,46,10,22,10,4,0,0,2020/11/08 12:47:15
Whatcom County,2020-07-05,62,9,24,19,8,2,0,2020/11/08 12:47:15
Whatcom County,2020-07-12,65,16,30,13,5,1,0,2020/11/08 12:47:15
Whatcom County,2020-07-19,73,18,28,19,8,0,0,2020/11/08 12:47:15
Whatcom County,2020-07-26,67,15,26,12,12,2,0,2020/11/08 12:47:15
Whatcom County,2020-08-02,50,17,14,11,7,1,0,2020/11/08 12:47:15
Whatcom County,2020-08-09,36,13,13,7,3,0,0,2020/11/08 12:47:15
Whatcom County,2020-08-16,29,3,13,9,3,1,0,2020/11/08 12:47:15
Whatcom County,2020-08-23,53,11,21,14,7,0,0,2020/11/08 12:47:15
Whatcom County,2020-08-30,48,6,23,14,5,0,0,2020/11/08 12:47:15
Whatcom County,2020-09-06,62,13,28,15,6,0,0,2020/11/08 12:47:15
Whatcom County,2020-09-13,84,9,30,18,16,11,0,2020/11/08 12:47:15
Whatcom County,2020-09-20,64,18,17,14,9,6,0,2020/11/08 12:47:15
Whatcom County,2020-09-27,53,6,12,18,11,6,0,2020/11/08 12:47:15
Whatcom County,2020-10-04,50,11,25,6,6,2,0,2020/11/08 12:47:15
Whatcom County,2020-10-11,61,10,27,10,14,0,0,2020/11/08 12:47:15
Whatcom County,2020-10-18,50,16,11,12,10,1,0,2020/11/08 12:47:15
Whatcom County,2020-10-25,62,12,25,16,7,2,0,2020/11/08 12:47:15
Whatcom County,2020-11-01,41,5,16,16,4,0,0,2020/11/08 12:47:15
Whitman County,2020-03-08,1,0,1,0,0,0,0,2020/11/08 12:47:15
Whitman County,2020-03-15,4,0,1,2,1,0,0,2020/11/08 12:47:15
Whitman County,2020-03-22,3,1,0,2,0,0,0,2020/11/08 12:47:15
Whitman County,2020-03-29,4,0,2,2,0,0,0,2020/11/08 12:47:15
Whitman County,2020-04-12,3,0,2,0,0,1,0,2020/11/08 12:47:15
Whitman County,2020-04-19,1,0,1,0,0,0,0,2020/11/08 12:47:15
Whitman County,2020-05-10,2,0,2,0,0,0,0,2020/11/08 12:47:15
Whitman County,2020-05-17,2,0,2,0,0,0,0,2020/11/08 12:47:15
Whitman County,2020-05-31,7,2,2,1,2,0,0,2020/11/08 12:47:15
Whitman County,2020-06-07,2,1,1,0,0,0,0,2020/11/08 12:47:15
Whitman County,2020-06-14,4,0,1,3,0,0,0,2020/11/08 12:47:15
Whitman County,2020-06-21,8,1,3,2,2,0,0,2020/11/08 12:47:15
Whitman County,2020-06-28,8,0,6,2,0,0,0,2020/11/08 12:47:15
Whitman County,2020-07-05,8,2,4,1,1,0,0,2020/11/08 12:47:15
Whitman County,2020-07-12,15,1,10,1,2,1,0,2020/11/08 12:47:15
Whitman County,2020-07-19,16,1,4,8,3,0,0,2020/11/08 12:47:15
Whitman County,2020-07-26,13,2,4,3,4,0,0,2020/11/08 12:47:15
Whitman County,2020-08-02,30,8,16,4,2,0,0,2020/11/08 12:47:15
Whitman County,2020-08-09,12,4,5,2,1,0,0,2020/11/08 12:47:15
Whitman County,2020-08-16,131,28,102,1,0,0,0,2020/11/08 12:47:15
Whitman County,2020-08-23,332,114,216,1,1,0,0,2020/11/08 12:47:15
Whitman County,2020-08-30,307,101,203,3,0,0,0,2020/11/08 12:47:15
Whitman County,2020-09-06,162,48,106,5,2,1,0,2020/11/08 12:47:15
Whitman County,2020-09-13,109,45,60,2,2,0,0,2020/11/08 12:47:15
Whitman County,2020-09-20,142,59,79,2,1,0,1,2020/11/08 12:47:15
Whitman County,2020-09-27,89,32,43,5,6,3,0,2020/11/08 12:47:15
Whitman County,2020-10-04,142,36,65,9,19,13,0,2020/11/08 12:47:15
Whitman County,2020-10-11,132,35,47,21,19,10,0,2020/11/08 12:47:15
Whitman County,2020-10-18,103,21,39,17,12,14,0,2020/11/08 12:47:15
Whitman County,2020-10-25,60,9,19,14,13,5,0,2020/11/08 12:47:15
Whitman County,2020-11-01,69,7,39,14,8,1,0,2020/11/08 12:47:15
Yakima County,2020-01-16,1,0,1,0,0,0,0,2020/11/08 12:47:15
Yakima County,2020-02-09,3,0,1,1,1,0,0,2020/11/08 12:47:15
Yakima County,2020-02-16,2,0,0,2,0,0,0,2020/11/08 12:47:15
Yakima County,2020-03-01,14,0,0,4,9,1,0,2020/11/08 12:47:15
Yakima County,2020-03-08,23,1,10,6,6,0,0,2020/11/08 12:47:15
Yakima County,2020-03-15,76,3,33,23,13,4,0,2020/11/08 12:47:15
Yakima County,2020-03-22,158,2,42,55,37,21,1,2020/11/08 12:47:15
Yakima County,2020-03-29,238,16,64,76,62,20,0,2020/11/08 12:47:15
Yakima County,2020-04-05,240,14,80,83,49,14,0,2020/11/08 12:47:15
Yakima County,2020-04-12,243,29,89,71,40,14,0,2020/11/08 12:47:15
Yakima County,2020-04-19,288,22,103,104,43,16,0,2020/11/08 12:47:15
Yakima County,2020-04-26,407,39,141,136,58,33,0,2020/11/08 12:47:15
Yakima County,2020-05-03,525,59,206,167,59,34,0,2020/11/08 12:47:15
Yakima County,2020-05-10,652,71,280,214,73,14,0,2020/11/08 12:47:15
Yakima County,2020-05-17,683,85,298,203,86,11,0,2020/11/08 12:47:15
Yakima County,2020-05-24,769,96,328,230,108,7,0,2020/11/08 12:47:15
Yakima County,2020-05-31,972,135,434,288,100,15,0,2020/11/08 12:47:15
Yakima County,2020-06-07,860,120,349,242,107,42,0,2020/11/08 12:47:15
Yakima County,2020-06-14,821,144,350,208,96,23,0,2020/11/08 12:47:15
Yakima County,2020-06-21,741,122,299,205,71,44,0,2020/11/08 12:47:15
Yakima County,2020-06-28,644,98,262,192,58,34,0,2020/11/08 12:47:15
Yakima County,2020-07-05,627,117,236,188,74,12,0,2020/11/08 12:47:15
Yakima County,2020-07-12,496,97,229,123,41,6,0,2020/11/08 12:47:15
Yakima County,2020-07-19,411,72,169,114,45,11,0,2020/11/08 12:47:15
Yakima County,2020-07-26,328,53,125,87,50,13,0,2020/11/08 12:47:15
Yakima County,2020-08-02,285,47,125,62,32,19,0,2020/11/08 12:47:15
Yakima County,2020-08-09,219,35,89,57,28,10,0,2020/11/08 12:47:15
Yakima County,2020-08-16,152,24,63,43,14,8,0,2020/11/08 12:47:15
Yakima County,2020-08-23,126,16,42,40,18,10,0,2020/11/08 12:47:15
Yakima County,2020-08-30,125,11,57,42,11,4,0,2020/11/08 12:47:15
Yakima County,2020-09-06,106,19,43,31,12,1,0,2020/11/08 12:47:15
Yakima County,2020-09-13,116,33,38,29,12,4,0,2020/11/08 12:47:15
Yakima County,2020-09-20,111,28,41,32,10,0,0,2020/11/08 12:47:15
Yakima County,2020-09-27,104,12,42,38,11,1,0,2020/11/08 12:47:15
Yakima County,2020-10-04,103,18,38,30,14,3,0,2020/11/08 12:47:15
Yakima County,2020-10-11,123,17,55,30,16,5,0,2020/11/08 12:47:15
Yakima County,2020-10-18,139,32,55,31,17,4,0,2020/11/08 12:47:15
Yakima County,2020-10-25,155,32,64,35,17,7,0,2020/11/08 12:47:15
Yakima County,2020-11-01,117,18,44,28,24,3,0,2020/11/08 12:47:15
Unassigned,2020-05-10,1,0,0,1,0,0,0,2020/11/08 12:47:15
Unassigned,2020-05-17,6,0,3,3,0,0,0,2020/11/08 12:47:15
Unassigned,2020-05-24,5,0,3,2,0,0,0,2020/11/08 12:47:15
Unassigned,2020-06-07,1,0,0,1,0,0,0,2020/11/08 12:47:15
Unassigned,2020-06-14,5,0,4,1,0,0,0,2020/11/08 12:47:15
Unassigned,2020-06-21,5,0,3,2,0,0,0,2020/11/08 12:47:15
Unassigned,2020-06-28,8,0,6,0,2,0,0,2020/11/08 12:47:15
Unassigned,2020-07-05,22,1,16,5,0,0,0,2020/11/08 12:47:15
Unassigned,2020-07-12,22,3,9,6,2,2,0,2020/11/08 12:47:15
Unassigned,2020-07-19,38,2,21,12,2,1,0,2020/11/08 12:47:15
Unassigned,2020-07-26,19,2,8,8,1,0,0,2020/11/08 12:47:15
Unassigned,2020-08-02,36,5,24,7,0,0,0,2020/11/08 12:47:15
Unassigned,2020-08-09,17,2,12,3,0,0,0,2020/11/08 12:47:15
Unassigned,2020-08-16,26,5,16,5,0,0,0,2020/11/08 12:47:15
Unassigned,2020-08-23,28,5,19,3,1,0,0,2020/11/08 12:47:15
Unassigned,2020-08-30,17,3,12,1,0,1,0,2020/11/08 12:47:15
Unassigned,2020-09-06,10,1,5,2,2,0,0,2020/11/08 12:47:15
Unassigned,2020-09-13,14,4,6,4,0,0,0,2020/11/08 12:47:15
Unassigned,2020-09-20,11,1,6,3,1,0,0,2020/11/08 12:47:15
Unassigned,2020-09-27,18,0,11,5,1,1,0,2020/11/08 12:47:15
Unassigned,2020-10-04,19,1,16,2,0,0,0,2020/11/08 12:47:15
Unassigned,2020-10-11,16,0,9,6,1,0,0,2020/11/08 12:47:15
Unassigned,2020-10-18,10,2,4,4,0,0,0,2020/11/08 12:47:15
Unassigned,2020-10-25,10,2,3,3,1,1,0,2020/11/08 12:47:15
Unassigned,2020-11-01,55,5,18,25,5,2,0,2020/11/08 12:47:15
